Model,MAE,MSE,RMSE,R2
ARIMA,23.02460826181335,1592.6428832693305,26.032651124065588,-2.540242588047582
RandomForest,0.3642808143433682,0.2794273779751642,0.5286089083388249,0.9998246318605473
RandomForest w/ RFE,0.3604548906655054,0.27257963601714846,0.5220915973439416,0.9998289294915644
XGBoost,0.4086473943161489,0.3108525453870062,0.5575415189804309,0.9998049094797952
XGBoost w/RFE,0.8371710381956182,1.3805602403497943,1.1749724423788817,0.9991335627793279
